year,zip_code,age_group,number_of_visits,age_adjusted_rate,county_fips_code,county
2012,"95709
(38.74648164500047, -120.67400841399967)",AllAges,19,41.6,6017,EL DORADO
2012,"95709
(38.74648164500047, -120.67400841399967)",Children (0-17),,,6017,EL DORADO
2012,"95709
(38.74648164500047, -120.67400841399967)",Adults (18+),16,44.1,6017,EL DORADO
2012,"95713
(39.075963412000476, -120.9594057549997)",AllAges,21,18.5,6061,PLACER
2012,"95713
(39.075963412000476, -120.9594057549997)",Children (0-17),,,6061,PLACER
2012,"95713
(39.075963412000476, -120.9594057549997)",Adults (18+),16,17.3,6061,PLACER
2012,"95722
(39.00659105400047, -121.01950587199968)",AllAges,16,54.4,6061,PLACER
2012,"95722
(39.00659105400047, -121.01950587199968)",Children (0-17),,,6061,PLACER
2012,"95722
(39.00659105400047, -121.01950587199968)",Adults (18+),12,46.5,6061,PLACER
2012,"95726
(38.748710633000485, -120.58216803299968)",AllAges,25,35.3,6017,EL DORADO
2012,"95726
(38.748710633000485, -120.58216803299968)",Children (0-17),,,6017,EL DORADO
2012,"95726
(38.748710633000485, -120.58216803299968)",Adults (18+),19,35.6,6017,EL DORADO
2012,"95742
(38.58114115100045, -121.2552484899997)",AllAges,28,37.5,6067,SACRAMENTO
2012,"95742
(38.58114115100045, -121.2552484899997)",Children (0-17),,,6067,SACRAMENTO
2012,"95742
(38.58114115100045, -121.2552484899997)",Adults (18+),18,36.8,6067,SACRAMENTO
2012,"95746
(38.7441005820005, -121.18738819399971)",AllAges,27,11.6,6061,PLACER
2012,"95746
(38.7441005820005, -121.18738819399971)",Children (0-17),,,6061,PLACER
2012,"95746
(38.7441005820005, -121.18738819399971)",Adults (18+),19,11.8,6061,PLACER
2012,"95747
(38.77075284600045, -121.3353790809997)",AllAges,163,30.3,6061,PLACER
2012,"95747
(38.77075284600045, -121.3353790809997)",Children (0-17),47,31.7,6061,PLACER
2012,"95747
(38.77075284600045, -121.3353790809997)",Adults (18+),116,29.8,6061,PLACER
2012,"95757
(38.390360650000446, -121.43556621799968)",AllAges,181,43,6067,SACRAMENTO
2012,"95757
(38.390360650000446, -121.43556621799968)",Children (0-17),89,67.4,6067,SACRAMENTO
2012,"95757
(38.390360650000446, -121.43556621799968)",Adults (18+),92,34.5,6067,SACRAMENTO
2012,"95758
(38.42386064200048, -121.43513606299967)",AllAges,301,49.9,6067,SACRAMENTO
2012,"95758
(38.42386064200048, -121.43513606299967)",Children (0-17),123,72.4,6067,SACRAMENTO
2012,"95758
(38.42386064200048, -121.43513606299967)",Adults (18+),178,42.1,6067,SACRAMENTO
2012,"95762
(38.68236239900045, -121.06990793499972)",AllAges,75,21.8,6017,EL DORADO
2012,"95762
(38.68236239900045, -121.06990793499972)",Children (0-17),26,21.8,6017,EL DORADO
2012,"95762
(38.68236239900045, -121.06990793499972)",Adults (18+),49,21.8,6017,EL DORADO
2012,"95765
(38.812512694000475, -121.26994764299968)",AllAges,91,26.4,6061,PLACER
2012,"95765
(38.812512694000475, -121.26994764299968)",Children (0-17),50,50.7,6061,PLACER
2012,"95765
(38.812512694000475, -121.26994764299968)",Adults (18+),41,17.9,6061,PLACER
2012,"95776
(38.671021935000454, -121.74706835299969)",AllAges,87,40.7,6113,YOLO
2012,"95776
(38.671021935000454, -121.74706835299969)",Children (0-17),39,54.5,6113,YOLO
2012,"95776
(38.671021935000454, -121.74706835299969)",Adults (18+),48,35.9,6113,YOLO
2012,"95811
(38.573172411000485, -121.48291808799968)",AllAges,39,61.9,6067,SACRAMENTO
2012,"95811
(38.573172411000485, -121.48291808799968)",Children (0-17),,,6067,SACRAMENTO
2012,"95811
(38.573172411000485, -121.48291808799968)",Adults (18+),35,63.2,6067,SACRAMENTO
2012,"95814
(38.57979420000049, -121.4937284619997)",AllAges,95,109.4,6067,SACRAMENTO
2012,"95814
(38.57979420000049, -121.4937284619997)",Children (0-17),,,6067,SACRAMENTO
2012,"95814
(38.57979420000049, -121.4937284619997)",Adults (18+),89,107.8,6067,SACRAMENTO
2012,"95815
(38.61006150700047, -121.44264857599973)",AllAges,330,129.5,6067,SACRAMENTO
2012,"95815
(38.61006150700047, -121.44264857599973)",Children (0-17),101,142.4,6067,SACRAMENTO
2012,"95815
(38.61006150700047, -121.44264857599973)",Adults (18+),229,125.1,6067,SACRAMENTO
2012,"95816
(38.57171248900045, -121.47010901199968)",AllAges,62,45.3,6067,SACRAMENTO
2012,"95816
(38.57171248900045, -121.47010901199968)",Children (0-17),,,6067,SACRAMENTO
2012,"95816
(38.57171248900045, -121.47010901199968)",Adults (18+),52,36.5,6067,SACRAMENTO
2012,"95817
(38.550400237000474, -121.45904662799973)",AllAges,150,111.6,6067,SACRAMENTO
2012,"95817
(38.550400237000474, -121.45904662799973)",Children (0-17),54,182.6,6067,SACRAMENTO
2012,"95817
(38.550400237000474, -121.45904662799973)",Adults (18+),96,86.9,6067,SACRAMENTO
2012,"95818
(38.55720017100049, -121.49232936999971)",AllAges,123,65.7,6067,SACRAMENTO
2012,"95818
(38.55720017100049, -121.49232936999971)",Children (0-17),43,104.4,6067,SACRAMENTO
2012,"95818
(38.55720017100049, -121.49232936999971)",Adults (18+),80,52.2,6067,SACRAMENTO
2012,"95819
(38.56899251600049, -121.44038917399968)",AllAges,42,28.3,6067,SACRAMENTO
2012,"95819
(38.56899251600049, -121.44038917399968)",Children (0-17),,,6067,SACRAMENTO
2012,"95819
(38.56899251600049, -121.44038917399968)",Adults (18+),34,27.9,6067,SACRAMENTO
2012,"95820
(38.53486249800045, -121.44548586599973)",AllAges,330,93.7,6067,SACRAMENTO
2012,"95820
(38.53486249800045, -121.44548586599973)",Children (0-17),101,105.2,6067,SACRAMENTO
2012,"95820
(38.53486249800045, -121.44548586599973)",Adults (18+),229,89.7,6067,SACRAMENTO
2012,"95821
(38.62513433200047, -121.3859766699997)",AllAges,363,111.4,6067,SACRAMENTO
2012,"95821
(38.62513433200047, -121.3859766699997)",Children (0-17),87,119.8,6067,SACRAMENTO
2012,"95821
(38.62513433200047, -121.3859766699997)",Adults (18+),276,108.5,6067,SACRAMENTO
2012,"95822
(38.514023851000445, -121.49909888799971)",AllAges,367,89.7,6067,SACRAMENTO
2012,"95822
(38.514023851000445, -121.49909888799971)",Children (0-17),100,94.8,6067,SACRAMENTO
2012,"95822
(38.514023851000445, -121.49909888799971)",Adults (18+),267,87.9,6067,SACRAMENTO
2012,"95823
(38.47833397600044, -121.44266595699969)",AllAges,893,119.1,6067,SACRAMENTO
2012,"95823
(38.47833397600044, -121.44266595699969)",Children (0-17),277,118.4,6067,SACRAMENTO
2012,"95823
(38.47833397600044, -121.44266595699969)",Adults (18+),616,119.4,6067,SACRAMENTO
2012,"95824
(38.516961075000495, -121.44405635899972)",AllAges,326,105.1,6067,SACRAMENTO
2012,"95824
(38.516961075000495, -121.44405635899972)",Children (0-17),115,118.9,6067,SACRAMENTO
2012,"95824
(38.516961075000495, -121.44405635899972)",Adults (18+),211,100.3,6067,SACRAMENTO
2012,"95825
(38.58793239400046, -121.40689787099973)",AllAges,310,109.4,6067,SACRAMENTO
2012,"95825
(38.58793239400046, -121.40689787099973)",Children (0-17),68,120.9,6067,SACRAMENTO
2012,"95825
(38.58793239400046, -121.40689787099973)",Adults (18+),242,105.4,6067,SACRAMENTO
2012,"95826
(38.55197312900049, -121.3776081899997)",AllAges,212,58,6067,SACRAMENTO
2012,"95826
(38.55197312900049, -121.3776081899997)",Children (0-17),53,72.2,6067,SACRAMENTO
2012,"95826
(38.55197312900049, -121.3776081899997)",Adults (18+),159,53,6067,SACRAMENTO
2012,"95827
(38.56420432000044, -121.33002603399973)",AllAges,128,61.8,6067,SACRAMENTO
2012,"95827
(38.56420432000044, -121.33002603399973)",Children (0-17),31,60.7,6067,SACRAMENTO
2012,"95827
(38.56420432000044, -121.33002603399973)",Adults (18+),97,62.3,6067,SACRAMENTO
2012,"95828
(38.48470375400046, -121.40062802899968)",AllAges,434,73.9,6067,SACRAMENTO
2012,"95828
(38.48470375400046, -121.40062802899968)",Children (0-17),132,78.4,6067,SACRAMENTO
2012,"95828
(38.48470375400046, -121.40062802899968)",Adults (18+),302,72.3,6067,SACRAMENTO
2012,"95829
(38.470851877000484, -121.3480664969997)",AllAges,130,51.3,6067,SACRAMENTO
2012,"95829
(38.470851877000484, -121.3480664969997)",Children (0-17),48,67.4,6067,SACRAMENTO
2012,"95829
(38.470851877000484, -121.3480664969997)",Adults (18+),82,45.7,6067,SACRAMENTO
2012,"95831
(38.496252778000496, -121.53017871299971)",AllAges,186,48.1,6067,SACRAMENTO
2012,"95831
(38.496252778000496, -121.53017871299971)",Children (0-17),59,74.8,6067,SACRAMENTO
2012,"95831
(38.496252778000496, -121.53017871299971)",Adults (18+),127,38.8,6067,SACRAMENTO
2012,"95832
(38.47586166800045, -121.48828851499968)",AllAges,139,115.3,6067,SACRAMENTO
2012,"95832
(38.47586166800045, -121.48828851499968)",Children (0-17),42,99.9,6067,SACRAMENTO
2012,"95832
(38.47586166800045, -121.48828851499968)",Adults (18+),97,120.7,6067,SACRAMENTO
2012,"95833
(38.615492764000464, -121.5022968129997)",AllAges,246,62.9,6067,SACRAMENTO
2012,"95833
(38.615492764000464, -121.5022968129997)",Children (0-17),90,89.8,6067,SACRAMENTO
2012,"95833
(38.615492764000464, -121.5022968129997)",Adults (18+),156,53.6,6067,SACRAMENTO
2012,"95834
(38.641693148000456, -121.50847975499971)",AllAges,168,63.3,6067,SACRAMENTO
2012,"95834
(38.641693148000456, -121.50847975499971)",Children (0-17),74,101.2,6067,SACRAMENTO
2012,"95834
(38.641693148000456, -121.50847975499971)",Adults (18+),94,50.2,6067,SACRAMENTO
2012,"95835
(38.670674335000456, -121.51700900099968)",AllAges,155,43.5,6067,SACRAMENTO
2012,"95835
(38.670674335000456, -121.51700900099968)",Children (0-17),59,57.3,6067,SACRAMENTO
2012,"95835
(38.670674335000456, -121.51700900099968)",Adults (18+),96,38.8,6067,SACRAMENTO
2012,"95838
(38.640871942000445, -121.44308742199968)",AllAges,351,97.7,6067,SACRAMENTO
2012,"95838
(38.640871942000445, -121.44308742199968)",Children (0-17),98,81.4,6067,SACRAMENTO
2012,"95838
(38.640871942000445, -121.44308742199968)",Adults (18+),253,103.3,6067,SACRAMENTO
2012,"95841
(38.660963247000495, -121.34315664099972)",AllAges,186,98.3,6067,SACRAMENTO
2012,"95841
(38.660963247000495, -121.34315664099972)",Children (0-17),36,81.5,6067,SACRAMENTO
2012,"95841
(38.660963247000495, -121.34315664099972)",Adults (18+),150,104.1,6067,SACRAMENTO
2012,"95842
(38.68514320300045, -121.3518857569997)",AllAges,266,81.7,6067,SACRAMENTO
2012,"95842
(38.68514320300045, -121.3518857569997)",Children (0-17),85,94.4,6067,SACRAMENTO
2012,"95842
(38.68514320300045, -121.3518857569997)",Adults (18+),181,77.3,6067,SACRAMENTO
2012,"95843
(38.71639248300045, -121.36592881499968)",AllAges,233,52.1,6067,SACRAMENTO
2012,"95843
(38.71639248300045, -121.36592881499968)",Children (0-17),77,55,6067,SACRAMENTO
2012,"95843
(38.71639248300045, -121.36592881499968)",Adults (18+),156,51,6067,SACRAMENTO
2012,"95864
(38.58582072200045, -121.37918977199968)",AllAges,77,35.8,6067,SACRAMENTO
2012,"95864
(38.58582072200045, -121.37918977199968)",Children (0-17),24,48.6,6067,SACRAMENTO
2012,"95864
(38.58582072200045, -121.37918977199968)",Adults (18+),53,31.4,6067,SACRAMENTO
2012,"95901
(39.16044335400045, -121.56345710999972)",AllAges,117,36.4,6115,YUBA
2012,"95901
(39.16044335400045, -121.56345710999972)",Children (0-17),23,26.3,6115,YUBA
2012,"95901
(39.16044335400045, -121.56345710999972)",Adults (18+),94,39.9,6115,YUBA
2012,"95912
(38.996293392000496, -122.06067781399969)",AllAges,13,26.5,6011,COLUSA
2012,"95912
(38.996293392000496, -122.06067781399969)",Children (0-17),,,6011,COLUSA
2012,"95912
(38.996293392000496, -122.06067781399969)",Adults (18+),,,6011,COLUSA
2012,"95917
(39.4150128820005, -121.67917764099968)",AllAges,14,49.4,6007,BUTTE
2012,"95917
(39.4150128820005, -121.67917764099968)",Children (0-17),,,6007,BUTTE
2012,"95917
(39.4150128820005, -121.67917764099968)",Adults (18+),13,61.4,6007,BUTTE
2012,"95918
(39.28297251000049, -121.36364768699968)",AllAges,13,68,6115,YUBA
2012,"95918
(39.28297251000049, -121.36364768699968)",Children (0-17),,,6115,YUBA
2012,"95918
(39.28297251000049, -121.36364768699968)",Adults (18+),,,6115,YUBA
2012,"95926
(39.74392110800045, -121.8479680699997)",AllAges,144,40.9,6007,BUTTE
2012,"95926
(39.74392110800045, -121.8479680699997)",Children (0-17),28,41.4,6007,BUTTE
2012,"95926
(39.74392110800045, -121.8479680699997)",Adults (18+),116,40.7,6007,BUTTE
2012,"95928
(39.72588064500047, -121.81731840099968)",AllAges,121,36.2,6007,BUTTE
2012,"95928
(39.72588064500047, -121.81731840099968)",Children (0-17),29,42.5,6007,BUTTE
2012,"95928
(39.72588064500047, -121.81731840099968)",Adults (18+),92,34,6007,BUTTE
2012,"95932
(39.21020235700047, -122.01087970699967)",AllAges,39,50,6011,COLUSA
2012,"95932
(39.21020235700047, -122.01087970699967)",Children (0-17),12,52,6011,COLUSA
2012,"95932
(39.21020235700047, -122.01087970699967)",Adults (18+),27,49.3,6011,COLUSA
2012,"95945
(39.215464159000476, -121.04006643799971)",AllAges,172,80.2,6057,NEVADA
2012,"95945
(39.215464159000476, -121.04006643799971)",Children (0-17),27,57.7,6057,NEVADA
2012,"95945
(39.215464159000476, -121.04006643799971)",Adults (18+),145,88,6057,NEVADA
2012,"95946
(39.221621032000485, -121.20848753999968)",AllAges,41,53.8,6057,NEVADA
2012,"95946
(39.221621032000485, -121.20848753999968)",Children (0-17),18,123.6,6057,NEVADA
2012,"95946
(39.221621032000485, -121.20848753999968)",Adults (18+),23,29.5,6057,NEVADA
2012,"95948
(39.359153491000484, -121.6955974169997)",AllAges,52,47.5,6007,BUTTE
2012,"95948
(39.359153491000484, -121.6955974169997)",Children (0-17),18,57.5,6007,BUTTE
2012,"95948
(39.359153491000484, -121.6955974169997)",Adults (18+),34,44,6007,BUTTE
2012,"95949
(39.12766028800047, -121.0732666239997)",AllAges,60,33.9,6057,NEVADA
2012,"95949
(39.12766028800047, -121.0732666239997)",Children (0-17),13,35.5,6057,NEVADA
2012,"95949
(39.12766028800047, -121.0732666239997)",Adults (18+),47,33.3,6057,NEVADA
2012,"95953
(39.266613564000465, -121.66556908399969)",AllAges,27,24.5,6101,SUTTER
2012,"95953
(39.266613564000465, -121.66556908399969)",Children (0-17),12,38.6,6101,SUTTER
2012,"95953
(39.266613564000465, -121.66556908399969)",Adults (18+),15,19.6,6101,SUTTER
2012,"95954
(39.833493397000495, -121.60003771099969)",AllAges,61,56.7,6007,BUTTE
2012,"95954
(39.833493397000495, -121.60003771099969)",Children (0-17),,,6007,BUTTE
2012,"95954
(39.833493397000495, -121.60003771099969)",Adults (18+),50,59.9,6007,BUTTE
2012,"95959
(39.273452602000475, -121.0109592449997)",AllAges,68,42.7,6057,NEVADA
2012,"95959
(39.273452602000475, -121.0109592449997)",Children (0-17),13,40.4,6057,NEVADA
2012,"95959
(39.273452602000475, -121.0109592449997)",Adults (18+),55,43.5,6057,NEVADA
2012,"95961
(39.079274307000446, -121.55385899199968)",Children (0-17),25,27.5,6115,YUBA
2012,"95961
(39.079274307000446, -121.55385899199968)",Adults (18+),69,40.4,6115,YUBA
2012,"95963
(39.74934367500049, -122.19134950999972)",AllAges,45,27.9,6021,GLENN
2012,"95963
(39.74934367500049, -122.19134950999972)",Children (0-17),13,28.7,6021,GLENN
2012,"95963
(39.74934367500049, -122.19134950999972)",Adults (18+),32,27.6,6021,GLENN
2012,"95965
(39.53293198600045, -121.57174737999969)",AllAges,141,72,6007,BUTTE
2012,"95965
(39.53293198600045, -121.57174737999969)",Children (0-17),62,115.2,6007,BUTTE
2012,"95965
(39.53293198600045, -121.57174737999969)",Adults (18+),79,56.9,6007,BUTTE
2012,"95966
(39.492592955000475, -121.50638980699972)",AllAges,186,67.8,6007,BUTTE
2012,"95966
(39.492592955000475, -121.50638980699972)",Children (0-17),58,85.6,6007,BUTTE
2012,"95966
(39.492592955000475, -121.50638980699972)",Adults (18+),128,61.6,6007,BUTTE
2012,"95968
(39.435173707000445, -121.5494357769997)",AllAges,13,94.5,6007,BUTTE
2012,"95968
(39.435173707000445, -121.5494357769997)",Children (0-17),,,6007,BUTTE
2012,"95968
(39.435173707000445, -121.5494357769997)",Adults (18+),,,6007,BUTTE
2012,"95969
(39.75946319200045, -121.60512571299972)",AllAges,118,46.7,6007,BUTTE
2012,"95969
(39.75946319200045, -121.60512571299972)",Children (0-17),23,51.2,6007,BUTTE
2012,"95969
(39.75946319200045, -121.60512571299972)",Adults (18+),95,45.2,6007,BUTTE
2012,"95971
(39.93766055800046, -120.9150475939997)",AllAges,24,39.6,6063,PLUMAS
2012,"95971
(39.93766055800046, -120.9150475939997)",Children (0-17),,,6063,PLUMAS
2012,"95971
(39.93766055800046, -120.9150475939997)",Adults (18+),17,32.7,6063,PLUMAS
2012,"95973
(39.775783033000494, -121.86377954499972)",AllAges,66,19.3,6007,BUTTE
2012,"95973
(39.775783033000494, -121.86377954499972)",Children (0-17),14,17.8,6007,BUTTE
2012,"95973
(39.775783033000494, -121.86377954499972)",Adults (18+),52,19.8,6007,BUTTE
2012,"95977
(39.19258336000047, -121.2740971229997)",AllAges,13,81.5,6115,YUBA
2012,"95977
(39.19258336000047, -121.2740971229997)",Children (0-17),,,6115,YUBA
2012,"95977
(39.19258336000047, -121.2740971229997)",Adults (18+),,,6115,YUBA
2012,"95987
(39.145283631000495, -122.17105833399972)",AllAges,16,22,6011,COLUSA
2012,"95987
(39.145283631000495, -122.17105833399972)",Children (0-17),,,6011,COLUSA
2012,"95987
(39.145283631000495, -122.17105833399972)",Adults (18+),,,6011,COLUSA
2012,"95988
(39.52239100200046, -122.19828848299971)",AllAges,45,53.2,6021,GLENN
2012,"95988
(39.52239100200046, -122.19828848299971)",Children (0-17),16,66.9,6021,GLENN
2012,"95988
(39.52239100200046, -122.19828848299971)",Adults (18+),29,48.5,6021,GLENN
2012,"95991
(39.12601353100047, -121.6225491839997)",AllAges,139,35.2,6101,SUTTER
2012,"95991
(39.12601353100047, -121.6225491839997)",Children (0-17),39,33.3,6101,SUTTER
2012,"95991
(39.12601353100047, -121.6225491839997)",Adults (18+),100,35.9,6101,SUTTER
2012,"95993
(39.131331817000444, -121.65323795799969)",AllAges,73,19.9,6101,SUTTER
2012,"95993
(39.131331817000444, -121.65323795799969)",Children (0-17),21,22.5,6101,SUTTER
2012,"95993
(39.131331817000444, -121.65323795799969)",Adults (18+),52,19,6101,SUTTER
2012,"96001
(40.5617510780005, -122.40067883999973)",AllAges,220,68.5,6089,SHASTA
2012,"96001
(40.5617510780005, -122.40067883999973)",Children (0-17),62,81.8,6089,SHASTA
2012,"96001
(40.5617510780005, -122.40067883999973)",Adults (18+),158,63.9,6089,SHASTA
2012,"96002
(40.55049316900045, -122.33718961899973)",AllAges,192,59.6,6089,SHASTA
2012,"96002
(40.55049316900045, -122.33718961899973)",Children (0-17),69,85.3,6089,SHASTA
2012,"96002
(40.55049316900045, -122.33718961899973)",Adults (18+),123,50.7,6089,SHASTA
2012,"96003
(40.61803193500049, -122.35252748899973)",AllAges,184,45.2,6089,SHASTA
2012,"96003
(40.61803193500049, -122.35252748899973)",Children (0-17),48,51.8,6089,SHASTA
2012,"96003
(40.61803193500049, -122.35252748899973)",Adults (18+),136,42.9,6089,SHASTA
2012,"96007
(40.45696258000049, -122.31797600499971)",AllAges,113,49.4,6089,SHASTA
2012,"96007
(40.45696258000049, -122.31797600499971)",Children (0-17),24,44.4,6089,SHASTA
2012,"96007
(40.45696258000049, -122.31797600499971)",Adults (18+),89,51.1,6089,SHASTA
2012,"96013
(40.89126326000047, -121.6560274519997)",AllAges,14,38.1,6089,SHASTA
2012,"96013
(40.89126326000047, -121.6560274519997)",Children (0-17),,,6089,SHASTA
2012,"96013
(40.89126326000047, -121.6560274519997)",Adults (18+),,,6089,SHASTA
2012,"96019
(40.6746821160005, -122.3658666549997)",AllAges,76,75.2,6089,SHASTA
2012,"96019
(40.6746821160005, -122.3658666549997)",Children (0-17),25,105.6,6089,SHASTA
2012,"96019
(40.6746821160005, -122.3658666549997)",Adults (18+),51,64.6,6089,SHASTA
2012,"96020
(40.307064235000496, -121.23192884499969)",AllAges,14,79.8,6063,PLUMAS
2012,"96020
(40.307064235000496, -121.23192884499969)",Children (0-17),,,6063,PLUMAS
2012,"96020
(40.307064235000496, -121.23192884499969)",Adults (18+),,,6063,PLUMAS
2012,"96021
(39.92734117000049, -122.18357629499968)",AllAges,81,51.8,6103,TEHAMA
2012,"96021
(39.92734117000049, -122.18357629499968)",Children (0-17),41,91,6103,TEHAMA
2012,"96021
(39.92734117000049, -122.18357629499968)",Adults (18+),40,38.2,6103,TEHAMA
2012,"96022
(40.351722202000474, -122.3263097249997)",AllAges,37,27.1,6089,SHASTA
2012,"96022
(40.351722202000474, -122.3263097249997)",Children (0-17),13,35.7,6089,SHASTA
2012,"96022
(40.351722202000474, -122.3263097249997)",Adults (18+),24,24.1,6089,SHASTA
2012,"96035
(40.04574257000047, -122.1704674129997)",AllAges,18,48.2,6103,TEHAMA
2012,"96035
(40.04574257000047, -122.1704674129997)",Children (0-17),,,6103,TEHAMA
2012,"96035
(40.04574257000047, -122.1704674129997)",Adults (18+),13,46.5,6103,TEHAMA
2012,"96055
(40.0553102720005, -122.1006257949997)",AllAges,24,69.4,6103,TEHAMA
2012,"96055
(40.0553102720005, -122.1006257949997)",Adults (18+),18,68.8,6103,TEHAMA
2012,"96067
(41.31548352700048, -122.31934902599971)",AllAges,28,51.3,6093,SISKIYOU
2012,"96067
(41.31548352700048, -122.31934902599971)",Children (0-17),,,6093,SISKIYOU
2012,"96067
(41.31548352700048, -122.31934902599971)",Adults (18+),19,42.4,6093,SISKIYOU
2012,"96080
(40.17913423900046, -122.2455969029997)",AllAges,197,70.8,6103,TEHAMA
2012,"96080
(40.17913423900046, -122.2455969029997)",Children (0-17),52,73.1,6103,TEHAMA
2012,"96080
(40.17913423900046, -122.2455969029997)",Adults (18+),145,70,6103,TEHAMA
2012,"96088
(40.50605245300045, -121.8795388799997)",AllAges,13,29.7,6089,SHASTA
2012,"96088
(40.50605245300045, -121.8795388799997)",Children (0-17),,,6089,SHASTA
2012,"96088
(40.50605245300045, -121.8795388799997)",Adults (18+),,,6089,SHASTA
2012,"96093
(40.735151558000496, -122.94585971399971)",AllAges,33,95.6,6105,TRINITY
2012,"96093
(40.735151558000496, -122.94585971399971)",Children (0-17),,,6105,TRINITY
2012,"96093
(40.735151558000496, -122.94585971399971)",Adults (18+),27,105.5,6105,TRINITY
2012,"96094
(41.45600100500047, -122.38445893399972)",AllAges,19,31.5,6093,SISKIYOU
2012,"96094
(41.45600100500047, -122.38445893399972)",Children (0-17),,,6093,SISKIYOU
2012,"96094
(41.45600100500047, -122.38445893399972)",Adults (18+),14,30.4,6093,SISKIYOU
2012,"96097
(41.723731554000494, -122.6388068659997)",AllAges,59,67.7,6093,SISKIYOU
2012,"96097
(41.723731554000494, -122.6388068659997)",Children (0-17),14,59.6,6093,SISKIYOU
2012,"96097
(41.723731554000494, -122.6388068659997)",Adults (18+),45,70.5,6093,SISKIYOU
2012,"96101
(41.48728069900045, -120.5457090919997)",AllAges,37,70.5,6049,MODOC
2012,"96101
(41.48728069900045, -120.5457090919997)",Children (0-17),,,6049,MODOC
2012,"96101
(41.48728069900045, -120.5457090919997)",Adults (18+),28,69.3,6049,MODOC
2012,"96122
(39.81859002800047, -120.46575664499971)",AllAges,29,68.7,6063,PLUMAS
2012,"96122
(39.81859002800047, -120.46575664499971)",Children (0-17),14,157.9,6063,PLUMAS
2012,"96122
(39.81859002800047, -120.46575664499971)",Adults (18+),15,37.8,6063,PLUMAS
2012,"96130
(40.4325610300005, -120.64955906799969)",AllAges,69,31.5,6035,LASSEN
2012,"96130
(40.4325610300005, -120.64955906799969)",Children (0-17),22,56.7,6035,LASSEN
2012,"96130
(40.4325610300005, -120.64955906799969)",Adults (18+),47,22.7,6035,LASSEN
2012,"96137
(40.27827423000048, -121.11084657699968)",AllAges,12,50.7,6035,LASSEN
2012,"96137
(40.27827423000048, -121.11084657699968)",Children (0-17),,,6035,LASSEN
2012,"96137
(40.27827423000048, -121.11084657699968)",Adults (18+),,,6035,LASSEN
2012,"96150
(38.9150417890005, -119.9945190739997)",AllAges,40,13.9,6017,EL DORADO
2012,"96150
(38.9150417890005, -119.9945190739997)",Children (0-17),,,6017,EL DORADO
2012,"96150
(38.9150417890005, -119.9945190739997)",Adults (18+),30,12.9,6017,EL DORADO
2012,"96161
(39.34005284700049, -120.18931870499972)",AllAges,19,6.9,6057,NEVADA
2012,"96161
(39.34005284700049, -120.18931870499972)",Children (0-17),,,6057,NEVADA
2012,"96161
(39.34005284700049, -120.18931870499972)",Adults (18+),,,6057,NEVADA
2009,"90001
(33.973274047000075, -118.24896959899996)",All Ages,409,71.86580732,6037,LOS ANGELES
2009,"90001
(33.973274047000075, -118.24896959899996)",Children (0-17),203,87.91557743,6037,LOS ANGELES
2009,"90001
(33.973274047000075, -118.24896959899996)",Adults (18+),206,66.29286027,6037,LOS ANGELES
2009,"90002
(33.94895070600006, -118.24697958699994)",All Ages,418,83.30946119,6037,LOS ANGELES
2009,"90002
(33.94895070600006, -118.24697958699994)",Children (0-17),214,106.9332649,6037,LOS ANGELES
2009,"90002
(33.94895070600006, -118.24697958699994)",Adults (18+),204,75.10658936,6037,LOS ANGELES
2009,"90003
(33.963350054000045, -118.27393600099998)",All Ages,771,113.4121068,6037,LOS ANGELES
2009,"90003
(33.963350054000045, -118.27393600099998)",Children (0-17),395,157.7857307,6037,LOS ANGELES
2009,"90003
(33.963350054000045, -118.27393600099998)",Adults (18+),376,98.00429347,6037,LOS ANGELES
2009,"90004
(34.075720587000035, -118.30301712299996)",All Ages,290,42.86817516,6037,LOS ANGELES
2009,"90004
(34.075720587000035, -118.30301712299996)",Children (0-17),128,68.80951354,6037,LOS ANGELES
2009,"90004
(34.075720587000035, -118.30301712299996)",Adults (18+),162,33.86058766,6037,LOS ANGELES
2009,"90005
(34.05907052600003, -118.30301712299996)",All Ages,145,34.2795846,6037,LOS ANGELES
2009,"90005
(34.05907052600003, -118.30301712299996)",Children (0-17),72,57.62222221,6037,LOS ANGELES
2009,"90005
(34.05907052600003, -118.30301712299996)",Adults (18+),73,26.17434159,6037,LOS ANGELES
2009,"90006
(34.05010243400005, -118.29268904499997)",All Ages,318,50.09230934,6037,LOS ANGELES
2009,"90006
(34.05010243400005, -118.29268904499997)",Children (0-17),172,91.997778,6037,LOS ANGELES
2009,"90006
(34.05010243400005, -118.29268904499997)",Adults (18+),146,35.54151116,6037,LOS ANGELES
2009,"90007
(34.02833395700003, -118.28507659499996)",All Ages,193,48.79480783,6037,LOS ANGELES
2009,"90007
(34.02833395700003, -118.28507659499996)",Children (0-17),102,95.5178292,6037,LOS ANGELES
2009,"90007
(34.02833395700003, -118.28507659499996)",Adults (18+),91,32.57121507,6037,LOS ANGELES
2009,"90008
(34.01097131500006, -118.34158773599995)",All Ages,376,118.847864,6037,LOS ANGELES
2009,"90008
(34.01097131500006, -118.34158773599995)",Children (0-17),173,214.5257139,6037,LOS ANGELES
2009,"90008
(34.01097131500006, -118.34158773599995)",Adults (18+),203,85.62573022,6037,LOS ANGELES
2009,"90011
(34.007903741000064, -118.259036977)",All Ages,678,63.05125802,6037,LOS ANGELES
