year,zip_code,age_group,number_of_visits,age_adjusted_rate,county_fips_code,county
2012,"93242
(36.43814098800044, -119.72906965199968)",Adults (18+),14,71,6019,FRESNO
2012,"93245
(36.30104303000047, -119.7960261879997)",AllAges,293,75.1,6031,KINGS
2012,"93245
(36.30104303000047, -119.7960261879997)",Children (0-17),118,93.4,6031,KINGS
2012,"95961
(39.079274307000446, -121.55385899199968)",AllAges,94,37.1,6115,YUBA
2012,"93245
(36.30104303000047, -119.7960261879997)",Adults (18+),175,68.7,6031,KINGS
2012,"93247
(36.204801158000464, -119.08748614099972)",AllAges,97,48.1,6107,TULARE
2012,"93247
(36.204801158000464, -119.08748614099972)",Children (0-17),62,95.4,6107,TULARE
2012,"93247
(36.204801158000464, -119.08748614099972)",Adults (18+),35,31.6,6107,TULARE
2012,"93250
(35.67735225000047, -119.23087566699968)",AllAges,71,56,6029,KERN
2012,"93250
(35.67735225000047, -119.23087566699968)",Children (0-17),37,74.3,6029,KERN
2012,"93250
(35.67735225000047, -119.23087566699968)",Adults (18+),34,49.7,6029,KERN
2012,"93256
(35.97082261200046, -119.29270944099972)",AllAges,23,32.6,6107,TULARE
2012,"93256
(35.97082261200046, -119.29270944099972)",Children (0-17),13,52.4,6107,TULARE
2012,"93256
(35.97082261200046, -119.29270944099972)",Adults (18+),,,6107,TULARE
2012,"93257
(36.068680825000456, -119.03286942199969)",AllAges,423,51,6107,TULARE
2012,"93257
(36.068680825000456, -119.03286942199969)",Children (0-17),219,83.4,6107,TULARE
2012,"93257
(36.068680825000456, -119.03286942199969)",Adults (18+),204,39.7,6107,TULARE
2012,"93263
(35.498464029000445, -119.2782579519997)",AllAges,97,45.6,6029,KERN
2012,"93263
(35.498464029000445, -119.2782579519997)",Children (0-17),37,51.5,6029,KERN
2012,"93263
(35.498464029000445, -119.2782579519997)",Adults (18+),60,43.5,6029,KERN
2012,"93265
(36.14351051100044, -118.76599918399972)",AllAges,15,43.8,6107,TULARE
2012,"93265
(36.14351051100044, -118.76599918399972)",Children (0-17),,,6107,TULARE
2012,"93265
(36.14351051100044, -118.76599918399972)",Adults (18+),12,47.3,6107,TULARE
2012,"93266
(36.18947197800048, -119.81439686999971)",AllAges,15,95.8,6031,KINGS
2012,"93266
(36.18947197800048, -119.81439686999971)",Children (0-17),,,6031,KINGS
2012,"93266
(36.18947197800048, -119.81439686999971)",Adults (18+),,,6031,KINGS
2012,"93267
(36.141820303000486, -119.08066882699973)",AllAges,32,45.8,6107,TULARE
2012,"93267
(36.141820303000486, -119.08066882699973)",Children (0-17),19,88.9,6107,TULARE
2012,"93267
(36.141820303000486, -119.08066882699973)",Adults (18+),13,30.9,6107,TULARE
2012,"93268
(35.147900295000454, -119.45409597999969)",AllAges,65,33.1,6029,KERN
2012,"93268
(35.147900295000454, -119.45409597999969)",Children (0-17),24,46.5,6029,KERN
2012,"93268
(35.147900295000454, -119.45409597999969)",Adults (18+),41,28.4,6029,KERN
2012,"93270
(35.956801279000445, -119.03164847499971)",AllAges,31,45.8,6107,TULARE
2012,"93270
(35.956801279000445, -119.03164847499971)",Children (0-17),15,68.3,6107,TULARE
2012,"93270
(35.956801279000445, -119.03164847499971)",Adults (18+),16,38,6107,TULARE
2012,"93272
(36.05614114000048, -119.3163462709997)",AllAges,15,44.1,6107,TULARE
2012,"93272
(36.05614114000048, -119.3163462709997)",Children (0-17),,,6107,TULARE
2012,"93272
(36.05614114000048, -119.3163462709997)",Adults (18+),,,6107,TULARE
2012,"93274
(36.205522429000496, -119.3414995069997)",AllAges,477,63.2,6107,TULARE
2012,"93274
(36.205522429000496, -119.3414995069997)",Children (0-17),218,91.8,6107,TULARE
2012,"93274
(36.205522429000496, -119.3414995069997)",Adults (18+),259,53.3,6107,TULARE
2012,"93277
(36.309620071000495, -119.32186877299972)",AllAges,237,46.5,6107,TULARE
2012,"93277
(36.309620071000495, -119.32186877299972)",Children (0-17),90,65.1,6107,TULARE
2012,"93277
(36.309620071000495, -119.32186877299972)",Adults (18+),147,40,6107,TULARE
2012,"93280
(35.59756056900045, -119.35375676699971)",AllAges,100,34.7,6029,KERN
2012,"93280
(35.59756056900045, -119.35375676699971)",Children (0-17),50,62.2,6029,KERN
2012,"93280
(35.59756056900045, -119.35375676699971)",Adults (18+),50,25.2,6029,KERN
2012,"93286
(36.42176031700046, -119.10003886199968)",AllAges,49,53.9,6107,TULARE
2012,"93286
(36.42176031700046, -119.10003886199968)",Children (0-17),16,49.5,6107,TULARE
2012,"93286
(36.42176031700046, -119.10003886199968)",Adults (18+),33,55.4,6107,TULARE
2012,"93291
(36.34362408400045, -119.32716967899972)",AllAges,271,49.6,6107,TULARE
2012,"93291
(36.34362408400045, -119.32716967899972)",Children (0-17),102,59,6107,TULARE
2012,"93291
(36.34362408400045, -119.32716967899972)",Adults (18+),169,46.4,6107,TULARE
2012,"93292
(36.33210112900048, -119.26084751499968)",AllAges,169,41.8,6107,TULARE
2012,"93292
(36.33210112900048, -119.26084751499968)",Children (0-17),58,48.8,6107,TULARE
2012,"93292
(36.33210112900048, -119.26084751499968)",Adults (18+),111,39.3,6107,TULARE
2012,"93301
(35.383290968000495, -119.01863952799971)",AllAges,189,153.6,6029,KERN
2012,"93301
(35.383290968000495, -119.01863952799971)",Children (0-17),86,257.1,6029,KERN
2012,"93301
(35.383290968000495, -119.01863952799971)",Adults (18+),103,117.7,6029,KERN
2012,"93304
(35.34269123700045, -119.02330606399971)",AllAges,535,97.8,6029,KERN
2012,"93304
(35.34269123700045, -119.02330606399971)",Children (0-17),259,153,6029,KERN
2012,"93304
(35.34269123700045, -119.02330606399971)",Adults (18+),276,78.7,6029,KERN
2012,"93305
(35.388500630000465, -118.98440957599968)",AllAges,423,105.4,6029,KERN
2012,"93305
(35.388500630000465, -118.98440957599968)",Children (0-17),196,143.3,6029,KERN
2012,"93305
(35.388500630000465, -118.98440957599968)",Adults (18+),227,92.2,6029,KERN
2012,"93306
(35.39005179700047, -118.92959733099968)",AllAges,481,70.6,6029,KERN
2012,"93306
(35.39005179700047, -118.92959733099968)",Children (0-17),225,110.1,6029,KERN
2012,"93306
(35.39005179700047, -118.92959733099968)",Adults (18+),256,56.9,6029,KERN
2012,"93307
(35.323551488000476, -118.9814593159997)",AllAges,713,78.2,6029,KERN
2012,"93307
(35.323551488000476, -118.9814593159997)",Children (0-17),363,116.9,6029,KERN
2012,"93307
(35.323551488000476, -118.9814593159997)",Adults (18+),350,64.8,6029,KERN
2012,"93308
(35.41963259500045, -119.04312797899968)",AllAges,354,66.9,6029,KERN
2012,"93308
(35.41963259500045, -119.04312797899968)",Children (0-17),129,89.2,6029,KERN
2012,"93308
(35.41963259500045, -119.04312797899968)",Adults (18+),225,59.2,6029,KERN
2012,"93309
(35.34104013500047, -119.06289775399972)",AllAges,432,71.5,6029,KERN
2012,"93309
(35.34104013500047, -119.06289775399972)",Children (0-17),207,128.2,6029,KERN
2012,"93309
(35.34104013500047, -119.06289775399972)",Adults (18+),225,51.8,6029,KERN
2012,"93311
(35.319753953000486, -119.11618924699968)",AllAges,133,30.8,6029,KERN
2012,"93311
(35.319753953000486, -119.11618924699968)",Children (0-17),75,61.9,6029,KERN
2012,"93311
(35.319753953000486, -119.11618924699968)",Adults (18+),58,20.1,6029,KERN
2012,"93312
(35.392780461000484, -119.1193958609997)",AllAges,160,28.1,6029,KERN
2012,"93312
(35.392780461000484, -119.1193958609997)",Children (0-17),80,46.8,6029,KERN
2012,"93312
(35.392780461000484, -119.1193958609997)",Adults (18+),80,21.6,6029,KERN
2012,"93313
(35.28880013300045, -119.05572849599969)",AllAges,206,44.4,6029,KERN
2012,"93313
(35.28880013300045, -119.05572849599969)",Children (0-17),113,78.2,6029,KERN
2012,"93313
(35.28880013300045, -119.05572849599969)",Adults (18+),93,32.7,6029,KERN
2012,"93314
(35.38071003500045, -119.17544643199972)",AllAges,64,28.6,6029,KERN
2012,"93314
(35.38071003500045, -119.17544643199972)",Children (0-17),33,54.1,6029,KERN
2012,"93314
(35.38071003500045, -119.17544643199972)",Adults (18+),31,19.7,6029,KERN
2012,"93401
(35.26402056700044, -120.6554291699997)",AllAges,69,31.4,6079,SAN LUIS OBISPO
2012,"93401
(35.26402056700044, -120.6554291699997)",Children (0-17),19,46.3,6079,SAN LUIS OBISPO
2012,"93401
(35.26402056700044, -120.6554291699997)",Adults (18+),50,26.3,6079,SAN LUIS OBISPO
2012,"93402
(35.31492230700047, -120.8321361989997)",AllAges,46,37.3,6079,SAN LUIS OBISPO
2012,"93402
(35.31492230700047, -120.8321361989997)",Children (0-17),18,65.9,6079,SAN LUIS OBISPO
2012,"93402
(35.31492230700047, -120.8321361989997)",Adults (18+),28,27.3,6079,SAN LUIS OBISPO
2012,"93405
(35.29047296100049, -120.68082572799972)",AllAges,33,22.6,6079,SAN LUIS OBISPO
2012,"93405
(35.29047296100049, -120.68082572799972)",Children (0-17),14,66.2,6079,SAN LUIS OBISPO
2012,"93405
(35.29047296100049, -120.68082572799972)",Adults (18+),19,7.4,6079,SAN LUIS OBISPO
2012,"93420
(35.114530653000486, -120.57569831999967)",AllAges,72,33.4,6079,SAN LUIS OBISPO
2012,"93420
(35.114530653000486, -120.57569831999967)",Children (0-17),31,57.1,6079,SAN LUIS OBISPO
2012,"93420
(35.114530653000486, -120.57569831999967)",Adults (18+),41,25.2,6079,SAN LUIS OBISPO
2012,"93422
(35.48100145100045, -120.67152741599972)",AllAges,113,38.1,6079,SAN LUIS OBISPO
2012,"93422
(35.48100145100045, -120.67152741599972)",Children (0-17),26,38.7,6079,SAN LUIS OBISPO
2012,"93422
(35.48100145100045, -120.67152741599972)",Adults (18+),87,37.9,6079,SAN LUIS OBISPO
2012,"93427
(34.61635404800046, -120.19740910599972)",AllAges,17,28.6,6083,SANTA BARBARA
2012,"93427
(34.61635404800046, -120.19740910599972)",Children (0-17),,,6083,SANTA BARBARA
2012,"93427
(34.61635404800046, -120.19740910599972)",Adults (18+),,,6083,SANTA BARBARA
2012,"93433
(35.12041379000044, -120.6185574539997)",AllAges,50,41.7,6079,SAN LUIS OBISPO
2012,"93433
(35.12041379000044, -120.6185574539997)",Children (0-17),22,74.1,6079,SAN LUIS OBISPO
2012,"93433
(35.12041379000044, -120.6185574539997)",Adults (18+),28,30.5,6079,SAN LUIS OBISPO
2012,"93434
(34.96487128300049, -120.5744990979997)",AllAges,36,47.8,6083,SANTA BARBARA
2012,"93434
(34.96487128300049, -120.5744990979997)",Children (0-17),19,79.9,6083,SANTA BARBARA
2012,"93434
(34.96487128300049, -120.5744990979997)",Adults (18+),17,36.6,6083,SANTA BARBARA
2012,"93436
(34.654303325000456, -120.45574575299969)",AllAges,224,41.7,6083,SANTA BARBARA
2012,"93436
(34.654303325000456, -120.45574575299969)",Children (0-17),105,77.1,6083,SANTA BARBARA
2012,"93436
(34.654303325000456, -120.45574575299969)",Adults (18+),119,29.4,6083,SANTA BARBARA
2012,"93442
(35.37802047700046, -120.84882970999968)",AllAges,27,27.7,6079,SAN LUIS OBISPO
2012,"93442
(35.37802047700046, -120.84882970999968)",Children (0-17),,,6079,SAN LUIS OBISPO
2012,"93442
(35.37802047700046, -120.84882970999968)",Adults (18+),21,24.9,6079,SAN LUIS OBISPO
2012,"93444
(35.03235356400046, -120.4973795949997)",AllAges,58,32.3,6079,SAN LUIS OBISPO
2012,"93444
(35.03235356400046, -120.4973795949997)",Children (0-17),22,47.2,6079,SAN LUIS OBISPO
2012,"93444
(35.03235356400046, -120.4973795949997)",Adults (18+),36,27.2,6079,SAN LUIS OBISPO
2012,"93445
(35.101760682000474, -120.61066692299971)",AllAges,34,47.3,6079,SAN LUIS OBISPO
2012,"93445
(35.101760682000474, -120.61066692299971)",Children (0-17),17,94.6,6079,SAN LUIS OBISPO
2012,"93445
(35.101760682000474, -120.61066692299971)",Adults (18+),17,30.9,6079,SAN LUIS OBISPO
2012,"93446
(35.630852002000495, -120.68618746399972)",AllAges,188,43.5,6079,SAN LUIS OBISPO
2012,"93446
(35.630852002000495, -120.68618746399972)",Children (0-17),60,55.5,6079,SAN LUIS OBISPO
2012,"93446
(35.630852002000495, -120.68618746399972)",Adults (18+),128,39.4,6079,SAN LUIS OBISPO
2012,"93449
(35.14520204700045, -120.6448664619997)",AllAges,14,21.9,6079,SAN LUIS OBISPO
2012,"93449
(35.14520204700045, -120.6448664619997)",Children (0-17),,,6079,SAN LUIS OBISPO
2012,"93449
(35.14520204700045, -120.6448664619997)",Adults (18+),12,21.7,6079,SAN LUIS OBISPO
2012,"93451
(35.78535170700047, -120.60556588699973)",AllAges,20,59.7,6079,SAN LUIS OBISPO
2012,"93451
(35.78535170700047, -120.60556588699973)",Children (0-17),,,6079,SAN LUIS OBISPO
2012,"93451
(35.78535170700047, -120.60556588699973)",Adults (18+),12,54.2,6079,SAN LUIS OBISPO
2012,"93453
(35.362782542000446, -120.39537624699972)",AllAges,12,51.6,6079,SAN LUIS OBISPO
2012,"93453
(35.362782542000446, -120.39537624699972)",Children (0-17),,,6079,SAN LUIS OBISPO
2012,"93453
(35.362782542000446, -120.39537624699972)",Adults (18+),,,6079,SAN LUIS OBISPO
2012,"93454
(34.95222297300046, -120.41814841999968)",AllAges,195,50.8,6083,SANTA BARBARA
2012,"93454
(34.95222297300046, -120.41814841999968)",Children (0-17),97,92.7,6083,SANTA BARBARA
2012,"93454
(34.95222297300046, -120.41814841999968)",Adults (18+),98,36.3,6083,SANTA BARBARA
2012,"93455
(34.88506222300049, -120.4312877159997)",AllAges,126,32.9,6083,SANTA BARBARA
2012,"93455
(34.88506222300049, -120.4312877159997)",Children (0-17),56,57.2,6083,SANTA BARBARA
2012,"93455
(34.88506222300049, -120.4312877159997)",Adults (18+),70,24.5,6083,SANTA BARBARA
2012,"93458
(34.95265312800046, -120.44576961999968)",AllAges,251,39.9,6083,SANTA BARBARA
2012,"93458
(34.95265312800046, -120.44576961999968)",Children (0-17),146,75.9,6083,SANTA BARBARA
2012,"93458
(34.95265312800046, -120.44576961999968)",Adults (18+),105,27.4,6083,SANTA BARBARA
2012,"93460
(34.62591305900048, -120.07592709699969)",AllAges,14,27.5,6083,SANTA BARBARA
2012,"93460
(34.62591305900048, -120.07592709699969)",Children (0-17),,,6083,SANTA BARBARA
2012,"93460
(34.62591305900048, -120.07592709699969)",Adults (18+),,,6083,SANTA BARBARA
2012,"93463
(34.601693999000474, -120.13454991099968)",AllAges,20,25.5,6083,SANTA BARBARA
2012,"93463
(34.601693999000474, -120.13454991099968)",Children (0-17),,,6083,SANTA BARBARA
2012,"93463
(34.601693999000474, -120.13454991099968)",Adults (18+),18,29.7,6083,SANTA BARBARA
2012,"93465
(35.54824041200044, -120.69792766899968)",AllAges,29,34.5,6079,SAN LUIS OBISPO
2012,"93465
(35.54824041200044, -120.69792766899968)",Children (0-17),,,6079,SAN LUIS OBISPO
2012,"93465
(35.54824041200044, -120.69792766899968)",Adults (18+),23,36,6079,SAN LUIS OBISPO
2012,"93501
(35.030393967000464, -118.18727921099969)",AllAges,70,125.5,6029,KERN
2012,"93501
(35.030393967000464, -118.18727921099969)",Children (0-17),36,232.7,6029,KERN
2012,"93501
(35.030393967000464, -118.18727921099969)",Adults (18+),34,88.3,6029,KERN
2012,"93505
(35.12481093600047, -117.96943801599969)",AllAges,86,62.6,6029,KERN
2012,"93505
(35.12481093600047, -117.96943801599969)",Children (0-17),43,125.8,6029,KERN
2012,"93505
(35.12481093600047, -117.96943801599969)",Adults (18+),43,40.7,6029,KERN
2012,"93510
(34.48901062600049, -118.19703809399971)",AllAges,16,19.4,6037,LOS ANGELES
2012,"93510
(34.48901062600049, -118.19703809399971)",Children (0-17),,,6037,LOS ANGELES
2012,"93510
(34.48901062600049, -118.19703809399971)",Adults (18+),15,23.7,6037,LOS ANGELES
2012,"93514
(37.380663927000455, -118.42240918399972)",AllAges,52,40.6,6027,INYO
2012,"93514
(37.380663927000455, -118.42240918399972)",Children (0-17),25,86.9,6027,INYO
2012,"93514
(37.380663927000455, -118.42240918399972)",Adults (18+),27,24.5,6027,INYO
2012,"93527
(35.725073446000465, -117.86466689799971)",AllAges,14,61.5,6029,KERN
2012,"93527
(35.725073446000465, -117.86466689799971)",Children (0-17),,,6029,KERN
2012,"93527
(35.725073446000465, -117.86466689799971)",Adults (18+),,,6029,KERN
2012,"93534
(34.68758172200046, -118.1496775339997)",AllAges,523,131,6037,LOS ANGELES
2012,"93534
(34.68758172200046, -118.1496775339997)",Children (0-17),220,194.9,6037,LOS ANGELES
2012,"93534
(34.68758172200046, -118.1496775339997)",Adults (18+),303,108.8,6037,LOS ANGELES
2012,"93535
(34.68786414800047, -118.0660492129997)",AllAges,836,110.7,6037,LOS ANGELES
2012,"93535
(34.68786414800047, -118.0660492129997)",Children (0-17),365,153.7,6037,LOS ANGELES
2012,"93535
(34.68786414800047, -118.0660492129997)",Adults (18+),471,95.8,6037,LOS ANGELES
2012,"93536
(34.68816395300047, -118.23417919999969)",AllAges,302,41.3,6037,LOS ANGELES
2012,"93536
(34.68816395300047, -118.23417919999969)",Children (0-17),143,78.9,6037,LOS ANGELES
2012,"93536
(34.68816395300047, -118.23417919999969)",Adults (18+),159,28.2,6037,LOS ANGELES
2012,"93543
(34.533021187000486, -117.9580497559997)",AllAges,62,48.7,6037,LOS ANGELES
2012,"93543
(34.533021187000486, -117.9580497559997)",Children (0-17),26,74.5,6037,LOS ANGELES
2012,"93543
(34.533021187000486, -117.9580497559997)",Adults (18+),36,39.8,6037,LOS ANGELES
2012,"93546
(37.58186375100047, -118.78224950399971)",AllAges,20,20.9,6051,MONO
2012,"93546
(37.58186375100047, -118.78224950399971)",Children (0-17),,,6051,MONO
2012,"93546
(37.58186375100047, -118.78224950399971)",Adults (18+),14,17.8,6051,MONO
2012,"93550
(34.56908038700044, -118.09611664999971)",AllAges,657,82.7,6037,LOS ANGELES
2012,"93550
(34.56908038700044, -118.09611664999971)",Children (0-17),320,125.7,6037,LOS ANGELES
2012,"93550
(34.56908038700044, -118.09611664999971)",Adults (18+),337,67.8,6037,LOS ANGELES
2012,"93551
(34.60587389400047, -118.18323835599972)",AllAges,159,31.4,6037,LOS ANGELES
2012,"93551
(34.60587389400047, -118.18323835599972)",Children (0-17),62,45.3,6037,LOS ANGELES
2012,"93551
(34.60587389400047, -118.18323835599972)",Adults (18+),97,26.6,6037,LOS ANGELES
2012,"93552
(34.56282358000044, -118.03543864899967)",AllAges,207,49.8,6037,LOS ANGELES
2012,"93552
(34.56282358000044, -118.03543864899967)",Children (0-17),113,88.1,6037,LOS ANGELES
2012,"93552
(34.56282358000044, -118.03543864899967)",Adults (18+),94,36.4,6037,LOS ANGELES
2012,"93555
(35.62246179600049, -117.68225922199969)",AllAges,143,46,6029,KERN
2012,"93555
(35.62246179600049, -117.68225922199969)",Children (0-17),35,41.5,6029,KERN
2012,"93555
(35.62246179600049, -117.68225922199969)",Adults (18+),108,47.5,6029,KERN
2012,"93560
(34.86017403100044, -118.21146785599967)",AllAges,91,47.1,6029,KERN
2012,"93560
(34.86017403100044, -118.21146785599967)",Children (0-17),41,77.6,6029,KERN
2012,"93560
(34.86017403100044, -118.21146785599967)",Adults (18+),50,36.5,6029,KERN
2012,"93561
(35.13063324400048, -118.52245728099967)",AllAges,171,54.2,6029,KERN
2012,"93561
(35.13063324400048, -118.52245728099967)",Children (0-17),65,95.5,6029,KERN
2012,"93561
(35.13063324400048, -118.52245728099967)",Adults (18+),106,39.9,6029,KERN
2012,"93591
(34.59676241700049, -117.8382666439997)",AllAges,72,99.2,6037,LOS ANGELES
2012,"93591
(34.59676241700049, -117.8382666439997)",Children (0-17),24,106.5,6037,LOS ANGELES
2012,"93591
(34.59676241700049, -117.8382666439997)",Adults (18+),48,96.7,6037,LOS ANGELES
2012,"93609
(36.536381563000475, -119.84194855099969)",AllAges,50,80.5,6019,FRESNO
2012,"93609
(36.536381563000475, -119.84194855099969)",Children (0-17),26,143.3,6019,FRESNO
2012,"93609
(36.536381563000475, -119.84194855099969)",Adults (18+),24,58.7,6019,FRESNO
2012,"93610
(37.101610293000476, -120.2724386599997)",AllAges,123,54.6,6039,MADERA
2012,"93610
(37.101610293000476, -120.2724386599997)",Children (0-17),68,126.5,6039,MADERA
2012,"93610
(37.101610293000476, -120.2724386599997)",Adults (18+),55,29.7,6039,MADERA
2012,"93611
(36.82311282100045, -119.68246946799968)",AllAges,185,44.4,6019,FRESNO
2012,"93611
(36.82311282100045, -119.68246946799968)",Children (0-17),79,70.8,6019,FRESNO
2012,"93611
(36.82311282100045, -119.68246946799968)",Adults (18+),106,35.2,6019,FRESNO
2012,"93612
(36.81294116300046, -119.7110987099997)",AllAges,316,92.2,6019,FRESNO
2012,"93612
(36.81294116300046, -119.7110987099997)",Children (0-17),124,131.7,6019,FRESNO
2012,"93612
(36.81294116300046, -119.7110987099997)",Adults (18+),192,78.4,6019,FRESNO
2012,"93614
(37.220624339000494, -119.73446614899967)",AllAges,22,21.1,6039,MADERA
2012,"93614
(37.220624339000494, -119.73446614899967)",Children (0-17),,,6039,MADERA
2012,"93614
(37.220624339000494, -119.73446614899967)",Adults (18+),15,16.5,6039,MADERA
2012,"93616
(36.65823289700046, -119.5926060649997)",AllAges,18,73.1,6019,FRESNO
2012,"93616
(36.65823289700046, -119.5926060649997)",Children (0-17),,,6019,FRESNO
2012,"93616
(36.65823289700046, -119.5926060649997)",Adults (18+),,,6019,FRESNO
2012,"93618
(36.54063097800048, -119.39171908099968)",AllAges,116,36.6,6107,TULARE
2012,"93618
(36.54063097800048, -119.39171908099968)",Children (0-17),57,54.7,6107,TULARE
2012,"93618
(36.54063097800048, -119.39171908099968)",Adults (18+),59,30.2,6107,TULARE
2012,"93619
(36.85682137300046, -119.64350780399968)",AllAges,61,20.4,6019,FRESNO
2012,"93619
(36.85682137300046, -119.64350780399968)",Children (0-17),30,35.2,6019,FRESNO
2012,"93619
(36.85682137300046, -119.64350780399968)",Adults (18+),31,15.2,6019,FRESNO
2012,"93620
(36.997321472000465, -120.62650881399969)",AllAges,103,103.9,6047,MERCED
2012,"93620
(36.997321472000465, -120.62650881399969)",Children (0-17),47,159,6047,MERCED
2012,"93620
(36.997321472000465, -120.62650881399969)",Adults (18+),56,84.7,6047,MERCED
2012,"93622
(36.85104251600046, -120.48081643499972)",AllAges,63,55.9,6019,FRESNO
2012,"93622
(36.85104251600046, -120.48081643499972)",Children (0-17),43,126.8,6019,FRESNO
2012,"93622
(36.85104251600046, -120.48081643499972)",Adults (18+),20,31.3,6019,FRESNO
2012,"93625
(36.62798296900047, -119.67622569599968)",AllAges,65,83.1,6019,FRESNO
2012,"93625
(36.62798296900047, -119.67622569599968)",Children (0-17),43,196.7,6019,FRESNO
2012,"93625
(36.62798296900047, -119.67622569599968)",Adults (18+),22,43.6,6019,FRESNO
2012,"93626
(37.02727159400047, -119.6710985899997)",AllAges,16,136.7,6019,FRESNO
2012,"93626
(37.02727159400047, -119.6710985899997)",Children (0-17),,,6019,FRESNO
2012,"93630
(36.73259332100048, -120.0709477209997)",Children (0-17),71,105.3,6019,FRESNO
2012,"93630
(36.73259332100048, -120.0709477209997)",Adults (18+),38,30.7,6019,FRESNO
2012,"93631
(36.51362242400046, -119.54894744999967)",AllAges,88,49.8,6019,FRESNO
2012,"93631
(36.51362242400046, -119.54894744999967)",Children (0-17),40,79.3,6019,FRESNO
2012,"93631
(36.51362242400046, -119.54894744999967)",Adults (18+),48,39.5,6019,FRESNO
2012,"93635
(37.06084110700044, -120.84506693599968)",AllAges,387,93.9,6047,MERCED
2012,"93635
(37.06084110700044, -120.84506693599968)",Children (0-17),170,128.9,6047,MERCED
2012,"93635
(37.06084110700044, -120.84506693599968)",Adults (18+),217,81.7,6047,MERCED
2012,"93636
(36.953350016000456, -119.89389743699968)",AllAges,49,49.8,6039,MADERA
2012,"93636
(36.953350016000456, -119.89389743699968)",Children (0-17),32,135.4,6039,MADERA
2012,"93636
(36.953350016000456, -119.89389743699968)",Adults (18+),17,20.1,6039,MADERA
2012,"93637
(36.94553335100045, -120.0866462249997)",AllAges,363,89,6039,MADERA
2012,"93637
(36.94553335100045, -120.0866462249997)",Children (0-17),211,171.9,6039,MADERA
2012,"93637
(36.94553335100045, -120.0866462249997)",Adults (18+),152,60.2,6039,MADERA
2012,"93638
(36.98499034600047, -120.05618773699968)",AllAges,543,98.2,6039,MADERA
2012,"93638
(36.98499034600047, -120.05618773699968)",Children (0-17),333,186.9,6039,MADERA
2012,"93638
(36.98499034600047, -120.05618773699968)",Adults (18+),210,67.4,6039,MADERA
2012,"93640
(36.74972133300048, -120.3894974539997)",AllAges,80,62.4,6019,FRESNO
2012,"93640
(36.74972133300048, -120.3894974539997)",Children (0-17),58,128.5,6019,FRESNO
2012,"93640
(36.74972133300048, -120.3894974539997)",Adults (18+),22,39.4,6019,FRESNO
2012,"93644
(37.34067249600048, -119.64173938699969)",AllAges,14,19.9,6039,MADERA
2012,"93644
(37.34067249600048, -119.64173938699969)",Children (0-17),,,6039,MADERA
2012,"93644
(37.34067249600048, -119.64173938699969)",Adults (18+),,,6039,MADERA
2012,"93646
(36.624441790000446, -119.31414769699973)",AllAges,84,66,6019,FRESNO
2012,"93646
(36.624441790000446, -119.31414769699973)",Children (0-17),51,118.8,6019,FRESNO
2012,"93646
(36.624441790000446, -119.31414769699973)",Adults (18+),33,47.7,6019,FRESNO
2012,"93647
(36.54467183300045, -119.27673719999967)",AllAges,43,33.6,6107,TULARE
2012,"93647
(36.54467183300045, -119.27673719999967)",Children (0-17),25,57.4,6107,TULARE
2012,"93647
(36.54467183300045, -119.27673719999967)",Adults (18+),18,25.4,6107,TULARE
2012,"93648
(36.61209328400048, -119.53721593499972)",AllAges,132,70.3,6019,FRESNO
2012,"93648
(36.61209328400048, -119.53721593499972)",Children (0-17),92,157.6,6019,FRESNO
2012,"93648
(36.61209328400048, -119.53721593499972)",Adults (18+),40,40,6019,FRESNO
2012,"93650
(36.84091430900048, -119.7984984959997)",AllAges,63,194,6019,FRESNO
2012,"93650
(36.84091430900048, -119.7984984959997)",Children (0-17),29,271.4,6019,FRESNO
2012,"93650
(36.84091430900048, -119.7984984959997)",Adults (18+),34,167.1,6019,FRESNO
2012,"93654
(36.60229095200049, -119.44202989899969)",AllAges,165,52.3,6019,FRESNO
2012,"93654
(36.60229095200049, -119.44202989899969)",Children (0-17),82,87.2,6019,FRESNO
2012,"93654
(36.60229095200049, -119.44202989899969)",Adults (18+),83,40.2,6019,FRESNO
2012,"93656
(36.43075013400045, -119.89159892899971)",AllAges,31,40.6,6019,FRESNO
2012,"93656
(36.43075013400045, -119.89159892899971)",Children (0-17),22,95.3,6019,FRESNO
2012,"93656
(36.43075013400045, -119.89159892899971)",Adults (18+),,,6019,FRESNO
2012,"93657
(36.72578035300046, -119.5429383069997)",AllAges,220,57.2,6019,FRESNO
2012,"93657
(36.72578035300046, -119.5429383069997)",Children (0-17),133,123.8,6019,FRESNO
2012,"93657
(36.72578035300046, -119.5429383069997)",Adults (18+),87,34.1,6019,FRESNO
2012,"93660
(36.60012279300048, -120.1692795399997)",AllAges,21,35.8,6019,FRESNO
2012,"93660
(36.60012279300048, -120.1692795399997)",Children (0-17),18,94.3,6019,FRESNO
2012,"93660
(36.60012279300048, -120.1692795399997)",Adults (18+),,,6019,FRESNO
2012,"93662
(36.57099387600044, -119.6170771359997)",AllAges,263,80.9,6019,FRESNO
2012,"93662
(36.57099387600044, -119.6170771359997)",Children (0-17),138,144,6019,FRESNO
2012,"93662
(36.57099387600044, -119.6170771359997)",Adults (18+),125,59,6019,FRESNO
2012,"93675
(36.70533275600047, -119.1896198399997)",AllAges,15,46.3,6019,FRESNO
